Id,drugName,condition,rating,date,usefulCount
127940,Phentermine,Weight Loss,10,2016/11/10,0
142138,Escitalopram,Depression,8,2008/7/17,3
149818,Mirena,Birth Control,10,2012/1/2,41
97798,Nexplanon,Birth Control,4,2015/11/5,3
57023,Ranitidine,GERD,10,2009/3/3,60
45142,Fluoxetine,Anxiety and Stress,1,2016/7/28,26
124716,Tri-Previfem,Birth Control,9,2016/12/30,5
30503,Methscopolamine,Irritable Bowel Syndrome,9,2016/4/10,2
160269,Buspirone,Anxiety,8,2017/6/12,8
220603,Loestrin 24 Fe,Abnormal Uterine Bleeding,3,2011/6/10,5
100597,Desogestrel / ethinyl estradiol,Birth Control,2,2010/9/15,3
81752,Liraglutide,Obesity,8,2017/4/18,21
104983,Ethinyl estradiol / levonorgestrel,Ovarian Cysts,1,2009/7/14,6
145328,Lotemax,Keratitis,5,2016/11/7,0
183832,Opium,Diarrhea,10,2017/2/21,3
98955,Lutera,Birth Control,8,2016/10/9,18
27784,Lexapro,Anxiety,9,2017/5/17,23
213149,Nuvigil,4</span> users found this comment helpful.,3,2015/6/26,4
110775,Imodium,"Diarrhea, Acute",8,2016/3/28,6
50833,Azithromycin,Chlamydia Infection,6,2017/8/16,4
227368,Etonogestrel,Birth Control,9,2013/9/1,4
180234,Diclofenac,Pain,10,2017/5/3,3
190827,Lupron,Prostate Cance,8,2016/1/23,42
106730,Implanon,Birth Control,8,2015/6/14,6
78638,Fleet Enema,Bowel Preparation,1,2016/2/3,0
164062,Ibuprofen,Pain,10,2011/5/3,18
182185,Clomipramine,Depression,9,2014/9/3,86
36939,Librium,Anxiety,10,2017/1/9,19
152146,Chantix,Smoking Cessation,9,2009/3/20,17
73448,Ethinyl estradiol / norethindrone,Birth Control,9,2013/11/30,8
49871,Gabapentin,Diabetic Peripheral Neuropathy,8,2016/3/24,8
99180,Lutera,0</span> users found this comment helpful.,10,2011/10/24,0
90058,Ambrisentan,Pulmonary Hypertension,2,2015/9/23,2
73486,Ethinyl estradiol / norethindrone,Birth Control,6,2013/9/2,11
94743,Abilify,Bipolar Disorde,1,2014/9/15,13
110307,Nexplanon,Birth Control,10,2016/2/29,5
192089,Drospirenone / ethinyl estradiol,Birth Control,9,2016/10/7,10
221031,Junel Fe 1.5 / 30,5</span> users found this comment helpful.,10,2011/9/29,5
106825,Implanon,Birth Control,9,2015/1/7,13
134922,Pazopanib,Soft Tissue Sarcoma,9,2015/2/19,76
217482,Clarithromycin,Bronchitis,8,2015/3/26,18
32453,Lisinopril,High Blood Pressure,6,2013/5/28,74
221549,NovoLog Mix 70 / 30,"Diabetes, Type 1",10,2009/5/25,0
102611,Aripiprazole,Depression,9,2016/1/10,146
112471,Axid AR,GERD,10,2012/3/9,5
34428,Bystolic,High Blood Pressure,10,2009/11/19,93
86360,Magnesium sulfate / potassium sulfate / sodium sulfate,,4,2012/5/16,16
80508,Mobic,Osteoarthritis,1,2017/5/4,4
12474,Ortho Micronor,Birth Control,8,2016/2/17,29
95099,Guanfacine,ADHD,8,2017/10/17,3
119187,Nystatin,Vaginal Yeast Infection,1,2013/10/21,24
4966,Orsythia,Birth Control,10,2016/9/27,7
30229,Klonopin,Panic Disorde,10,2013/3/6,176
98190,Nexplanon,Birth Control,1,2015/7/7,12
151881,Chantix,Smoking Cessation,10,2012/5/4,9
112987,Bisacodyl,Constipation,1,2017/3/21,15
160698,Buspirone,Anxiety,7,2012/9/10,12
69708,Ibandronate,Osteoporosis,10,2015/10/10,29
165737,Levonorgestrel,Birth Control,8,2017/4/6,1
157844,Accutane,Acne,10,2013/5/14,17
147773,Norethindrone,Birth Control,1,2017/4/28,4
7679,Xanax,Anxiety,10,2014/2/25,136
35943,Buprenorphine / naloxone,Opiate Dependence,10,2013/7/13,41
18797,Enablex,Urinary Incontinence,6,2012/7/22,25
65660,Propranolol,Migraine Prevention,10,2016/12/27,19
91204,Botox,Migraine Prevention,10,2015/2/4,101
76725,Lorcaserin,Weight Loss,10,2016/9/5,34
96270,Sertraline,Depression,9,2011/3/29,36
214323,Tioconazole,Vaginal Yeast Infection,1,2015/12/29,4
111165,Ledipasvir / sofosbuvir,Hepatitis C,2,2017/2/20,8
49221,Ethinyl estradiol / levonorgestrel,Birth Control,5,2016/5/17,1
27049,Ultram,Pain,1,2009/6/25,31
13946,Bydureon,"Diabetes, Type 2",10,2013/1/23,55
191650,Lisdexamfetamine,ADHD,3,2013/4/15,28
180096,Prednisolone,Postoperative Ocular Inflammation,2,2016/12/17,7
232125,Itraconazole,Coccidioidomycosis,9,2011/10/20,16
123993,Skyla,Birth Control,10,2016/8/1,1
63972,Sertraline,Depression,2,2017/6/28,14
94094,Trintellix,Major Depressive Disorde,7,2016/1/20,26
38975,Contrave,Weight Loss,10,2017/11/23,1
52527,Armour Thyroid,Hashimoto's disease,2,2015/9/9,29
106328,Implanon,Birth Control,8,2017/1/7,3
140332,Asenapine,Schizoaffective Disorde,6,2011/5/25,9
155506,Metronidazole,Diverticulitis,10,2014/12/12,30
144126,Etonogestrel,Birth Control,7,2016/6/22,3
176678,Lorazepam,Anxiety,10,2009/9/11,103
157033,Movantik,"Constipation, Drug Induced",10,2015/10/29,29
88816,Necon 1 / 35,Birth Control,10,2015/3/3,4
152739,Doxycycline,Bacterial Infection,10,2017/11/20,1
182120,Podofilox,Condylomata Acuminata,9,2008/3/29,25
54932,Bupropion / naltrexone,Weight Loss,10,2016/10/21,22
109137,Nexplanon,Birth Control,9,2017/3/29,0
184726,Canagliflozin,"Diabetes, Type 2",8,2016/4/20,25
161144,Risperidone,Asperger Syndrome,10,2011/2/17,146
106299,Implanon,Birth Control,10,2017/9/15,4
212051,Lamotrigine,Bipolar Disorde,10,2015/2/19,29
10618,Mononessa,Birth Control,9,2017/6/15,6
180516,Fluticasone / vilanterol,"Asthma, Maintenance",8,2016/10/20,17
166696,Levonorgestrel,Birth Control,10,2016/9/9,8
206859,Duac,Acne,7,2013/10/15,25
123692,Skyla,Birth Control,4,2017/3/11,3
185586,Saxenda,Obesity,8,2017/3/3,21
33271,Microgestin Fe 1 / 20,Birth Control,8,2016/11/21,1
191222,Pentasa,Crohn's Disease,8,2015/8/16,5
207863,Suprep Bowel Prep Kit,Bowel Preparation,10,2015/4/30,12
217421,Clarithromycin,Bronchitis,10,2015/12/26,25
53030,Zofran ODT,Nausea/Vomiting,10,2012/9/1,10
172607,Clonazepam,Seizure Prevention,1,2015/9/6,8
160403,Buspirone,Anxiety,8,2016/7/11,4
93474,Progesterone,Uterine Bleeding,8,2008/11/13,53
191024,Campral,Alcohol Dependence,10,2015/12/26,85
93158,Vortioxetine,Depression,10,2015/12/4,108
111899,Gianvi,Birth Control,6,2011/9/2,2
132084,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",10,2009/10/31,28
175508,Scopolamine,Nausea/Vomiting,9,2008/2/26,8
86568,Invokana,"Diabetes, Type 2",10,2015/3/22,49
176178,Lorazepam,Anxiety,1,2017/7/15,4
20837,Ramelteon,Insomnia,4,2011/12/23,31
140898,Escitalopram,Generalized Anxiety Disorde,10,2016/1/19,37
64727,Sertraline,Social Anxiety Disorde,10,2015/10/2,2
31456,Miconazole,Vaginal Yeast Infection,1,2016/4/27,5
39533,Contrave,Obesity,8,2016/5/3,27
144950,Etonogestrel,Birth Control,1,2015/12/27,4
42401,Atenolol,High Blood Pressure,7,2009/6/18,33
82185,Liraglutide,Obesity,10,2016/2/3,31
17572,Ethinyl estradiol / etonogestrel,Birth Control,10,2016/10/4,5
56722,Meclizine,Motion Sickness,10,2017/3/12,7
6251,Gralise,Postherpetic Neuralgia,8,2013/9/18,53
206241,Mesalamine,"Crohn's Disease, Maintenance",7,2016/11/22,6
169001,Vilazodone,Depression,10,2012/6/22,25
231092,Milnacipran,ibromyalgia,8,2009/8/14,99
3167,Nitrofurantoin,Urinary Tract Infection,5,2016/12/18,0
137788,Enbrel,Rheumatoid Arthritis,8,2014/6/3,47
166186,Levonorgestrel,Birth Control,10,2016/12/31,5
92931,Vortioxetine,Depression,1,2017/1/18,8
36221,Imiquimod,Keratosis,9,2016/9/13,8
179573,Adapalene / benzoyl peroxide,Acne,9,2017/4/17,11
140387,Sprycel,Chronic Myelogenous Leukemia,9,2009/2/17,52
228819,Tadalafil,Erectile Dysfunction,10,2017/10/2,13
73648,Ethinyl estradiol / norethindrone,Birth Control,8,2013/3/12,7
119601,Testosterone,"Hypogonadism, Male",10,2010/10/4,33
164821,Phentermine / topiramate,Weight Loss,10,2017/3/26,6
107934,Ethinyl estradiol / norelgestromin,Birth Control,8,2016/12/14,6
90704,Chateal,Birth Control,10,2016/5/16,6
57587,Acetaminophen / hydrocodone,Back Pain,8,2017/2/11,16
228384,Butrans,Pain,7,2011/5/27,46
3819,Fioricet,Headache,10,2009/4/15,40
534,Medroxyprogesterone,Birth Control,4,2015/3/15,0
30138,Klonopin,Bipolar Disorde,10,2013/9/27,23
98771,Nexplanon,Birth Control,9,2013/8/28,4
161570,Remeron,Major Depressive Disorde,10,2017/6/1,24
31320,Miconazole,Vaginal Yeast Infection,1,2016/7/18,7
46082,Xopenex HFA,"Asthma, acute",10,2010/8/26,17
95001,Abilify,Bipolar Disorde,5,2011/2/13,15
181913,Inderal,Migraine Prevention,10,2015/1/29,45
113773,Mucinex DM,Cough,3,2016/9/21,3
138468,Phentermine,Weight Loss,9,2013/11/9,48
149756,Mirena,Birth Control,2,2012/1/18,0
8119,Zolpidem,Insomnia,2,2017/9/16,1
177280,Duloxetine,Depression,8,2017/4/27,35
93586,Oxymorphone,Pain,8,2016/10/14,7
136846,Sodium hyaluronate,Osteoarthritis,8,2012/9/29,81
217918,Strattera,ADHD,8,2008/10/29,21
165237,Phentermine / topiramate,Obesity,5,2013/7/31,27
56377,Humira,Crohn's Disease,10,2014/11/20,24
208462,Oseltamivir,Influenza,9,2008/9/17,7
206728,Duac,Acne,9,2017/4/11,15
57654,Acetaminophen / hydrocodone,Back Pain,5,2015/12/4,26
4974,Orsythia,Birth Control,3,2016/8/27,5
39443,Contrave,Obesity,8,2016/10/7,23
200307,Varenicline,Smoking Cessation,10,2014/2/19,27
24630,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,10,2013/1/30,71
72596,Tramadol,Restless Legs Syndrome,10,2010/7/13,37
64563,Sertraline,Social Anxiety Disorde,8,2016/3/3,13
138358,Orthovisc,Osteoarthritis,2,2013/8/23,53
91567,Dalfampridine,Multiple Sclerosis,10,2013/2/20,92
135461,Tamiflu,Influenza,1,2016/2/15,12
221851,Haldol,Psychosis,5,2017/11/9,0
97724,Simvastatin,High Cholesterol,10,2009/4/6,49
122957,Ethinyl estradiol / norgestrel,Abnormal Uterine Bleeding,1,2015/7/17,1
65908,Propranolol,mance Anxiety,10,2016/5/11,24
69723,Balziva,Birth Control,10,2017/7/16,0
15772,Ethinyl estradiol / norethindrone,Birth Control,2,2016/9/21,2
139132,Phentermine,Weight Loss,9,2008/11/5,12
58376,Fluticasone / salmeterol,"COPD, Maintenance",9,2008/4/19,9
213784,Tioconazole,Vaginal Yeast Infection,1,2017/1/21,1
49808,Gabapentin,Insomnia,8,2016/4/22,13
150235,Mucinex D,Cough and Nasal Congestion,9,2009/6/23,12
10958,Welchol,"Diabetes, Type 2",4,2012/7/21,13
116536,Advil,Headache,7,2016/10/16,2
189095,Oxycodone,Chronic Pain,10,2017/6/30,13
206396,Mesalamine,"Ulcerative Colitis, Active",3,2011/9/12,1
107639,Implanon,Birth Control,4,2010/8/7,0
115466,Propofol,Anesthesia,7,2014/2/20,62
195865,Levomilnacipran,Major Depressive Disorde,9,2016/4/21,43
28013,Lexapro,Generalized Anxiety Disorde,10,2016/3/22,78
9294,Clobetasol,Psoriasis,10,2009/11/12,9
229250,Tadalafil,Erectile Dysfunction,10,2009/12/30,66
104967,Ethinyl estradiol / levonorgestrel,Birth Control,6,2009/8/18,15
83472,Levocetirizine,Urticaria,2,2017/6/10,2
191763,Lisdexamfetamine,ADHD,8,2010/8/14,12
189541,Oxycodone,Pain,5,2011/3/7,18
91888,Lyrica,Neuropathic Pain,6,2016/4/12,16
189345,Oxycodone,Pain,8,2013/5/2,60
132658,Doxepin,Insomnia,10,2011/8/4,47
126954,Metoclopramide,Gastroparesis,8,2017/10/11,2
14997,Ethinyl estradiol / norethindrone,Birth Control,1,2017/7/18,2
4615,Belviq,Weight Loss,5,2015/8/26,16
55633,Effexor,Major Depressive Disorde,1,2017/4/19,7
143957,Etonogestrel,Birth Control,10,2016/7/31,9
84253,Ethinyl estradiol / norgestimate,Birth Control,10,2017/2/21,9
16625,Ethinyl estradiol / norethindrone,Birth Control,5,2015/10/28,3
117901,Simponi,Ankylosing Spondylitis,9,2013/10/27,12
127685,Phentermine,Weight Loss,8,2017/4/9,35
214512,Tioconazole,Vaginal Yeast Infection,1,2015/7/7,6
34601,Minocycline,Acne,1,2017/4/5,7
120632,Dicyclomine,Irritable Bowel Syndrome,10,2016/3/13,28
227100,Etonogestrel,Birth Control,9,2014/6/3,18
16441,Ethinyl estradiol / norethindrone,Birth Control,4,2016/1/19,4
27530,Ivermectin,Rosacea,10,2017/5/7,14
106338,Implanon,Birth Control,10,2016/12/16,13
192459,Drospirenone / ethinyl estradiol,Birth Control,8,2014/4/15,20
140569,Escitalopram,Borderline Personality Disorde,8,2016/12/2,8
132820,Loestrin 24 Fe,Abnormal Uterine Bleeding,5,2017/7/1,2
101205,Ketoconazole,Vaginal Yeast Infection,10,2011/10/11,24
165796,Levonorgestrel,Birth Control,10,2017/3/22,2
55976,Effexor,Depression,7,2008/11/15,96
13085,Xolair,Urticaria,10,2016/9/16,19
153914,Amoxicillin,Bacterial Infection,8,2008/4/15,24
65808,Propranolol,mance Anxiety,10,2016/2/17,10
182395,Mirena,Birth Control,8,2011/3/21,1
80136,Benzonatate,Cough,1,2016/11/16,14
16937,Zinc oxide,Dermatologic Lesion,8,2010/2/1,18
89139,Singulair,18</span> users found this comment helpful.,10,2008/5/4,18
224845,Bupropion,Major Depressive Disorde,5,2016/12/29,12
165141,Phentermine / topiramate,Weight Loss,2,2014/8/16,100
131914,Effexor XR,Anxiety,1,2013/4/19,28
150544,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10,2016/6/3,65
200116,Varenicline,Smoking Cessation,10,2015/7/27,15
149658,Mirena,Birth Control,3,2012/5/14,7
126743,Dilaudid,Pain,10,2009/7/11,27
16408,Ethinyl estradiol / norethindrone,Birth Control,10,2016/1/29,8
185062,Harvoni,Hepatitis C,9,2016/10/4,24
210166,Linzess,Irritable Bowel Syndrome,7,2017/3/1,30
9425,Lo Loestrin Fe,4</span> users found this comment helpful.,1,2017/3/21,4
153883,Sitavig,Cold Sores,7,2015/7/3,6
222191,Zytiga,Prostate Cance,10,2015/3/22,29
9415,Lo Loestrin Fe,Birth Control,6,2016/9/14,2
92924,Vortioxetine,Depression,8,2017/1/29,20
13992,Megestrol,Abnormal Uterine Bleeding,10,2017/9/24,2
147247,Alprazolam,Anxiety,7,2013/4/18,7
163025,Actonel,Osteoporosis,10,2008/5/2,187
74142,Ethinyl estradiol / norethindrone,Endometriosis,2,2011/6/1,9
75605,L-methylfolate,Depression,1,2017/6/5,14
60592,Claravis,Acne,10,2012/9/14,16
176996,Promethazine,Nausea/Vomiting,10,2011/11/28,33
31108,Miconazole,Vaginal Yeast Infection,3,2017/1/1,9
71301,Levora,Birth Control,3,2017/10/13,0
208678,Belsomra,Insomnia,7,2017/11/22,0
59681,NuvaRing,Birth Control,3,2016/12/19,3
203864,Suvorexant,Insomnia,1,2016/3/4,25
79599,Fosinopril,High Blood Pressure,9,2008/4/6,24
77983,Retin-A,Acne,9,2015/4/22,38
155721,Metronidazole,Diverticulitis,8,2011/3/22,50
70939,Magnesium citrate,Constipation,10,2015/4/11,78
218072,Amoxicillin / clavulanate,Bacterial Infection,1,2017/3/19,3
1648,Eluxadoline,Irritable Bowel Syndrome,10,2016/4/5,31
37344,Vyvanse,ADHD,10,2015/7/26,56
92079,Lyrica,Neuropathic Pain,9,2013/3/30,92
91824,Lyrica,Neuropathic Pain,1,2017/1/12,30
65390,Yasmin,Birth Control,9,2017/8/30,5
121823,Venlafaxine,Depression,9,2013/7/26,6
98129,Nexplanon,Birth Control,9,2015/7/27,2
230367,Meloxicam,Osteoarthritis,10,2015/5/16,51
93987,Trintellix,Depression,8,2017/2/22,83
11966,Fastin,Weight Loss,1,2016/6/29,41
185696,Saxenda,Obesity,8,2016/8/24,23
47226,Thyroid desiccated,Underactive Thyroid,10,2008/5/13,214
10831,Mononessa,Birth Control,10,2016/5/17,9
166030,Levonorgestrel,Birth Control,10,2017/2/8,4
24878,Avodart,Benign Prostatic Hyperplasia,5,2009/8/31,102
174208,Versed,14</span> users found this comment helpful.,1,2015/9/15,14
49763,Ethinyl estradiol / levonorgestrel,Birth Control,3,2015/5/13,3
101718,Methocarbamol,Muscle Spasm,1,2015/9/7,33
20299,Cambia,Migraine,10,2013/5/4,27
230412,Depo-Provera,Birth Control,1,2013/11/12,18
221194,Drysol,Hyperhidrosis,10,2015/8/26,2
6556,Wellbutrin XL,Major Depressive Disorde,10,2017/1/10,151
175824,Levaquin,Bronchitis,10,2015/1/16,50
130279,Levonorgestrel,Birth Control,10,2014/1/27,9
49149,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,1,2016/7/10,4
68360,Plan B,Emergency Contraception,10,2009/4/26,68
225501,Bupropion,Depression,10,2014/4/26,168
51790,Zyvox,Skin and Structure Infection,7,2015/7/3,6
23862,Saphris,Bipolar Disorde,9,2014/6/29,37
31679,Miconazole,Vaginal Yeast Infection,10,2016/2/9,14
213081,Phenelzine,Depression,4,2016/11/26,10
57217,Frovatriptan,Migraine,8,2017/2/8,2
160268,Buspirone,Anxiety,1,2017/6/19,23
187901,Etonogestrel,Birth Control,8,2017/11/27,0
181620,Prozac,Anxiety and Stress,9,2013/12/4,269
161490,Ortho Tri-Cyclen,Birth Control,5,2011/1/19,6
138124,Ortho Evra,Birth Control,3,2013/1/29,5
194326,Omnicef,Sinusitis,1,2012/1/9,43
202445,Lithium,Bipolar Disorde,10,2012/1/28,28
61567,Citalopram,Anxiety and Stress,9,2016/12/21,34
222985,Topamax,Migraine Prevention,10,2011/1/10,29
133674,Bactrim DS,Prevention of Bladder infection,3,2016/12/31,4
156138,Cialis,Erectile Dysfunction,10,2011/9/6,41
143512,Etonogestrel,Birth Control,4,2017/1/5,2
108050,Ethinyl estradiol / norelgestromin,Birth Control,10,2016/2/11,0
4343,Capsaicin,Pain,1,2012/7/1,24
25543,Lidocaine Viscous,Pain,9,2012/1/25,19
193395,Cyclobenzaprine,Sciatica,7,2013/8/15,100
223503,Epclusa,Hepatitis C,10,2017/4/5,21
110309,Nexplanon,Birth Control,1,2016/2/19,4
92321,Lyrica,Pain,1,2008/10/14,109
118515,Fetzima,Depression,10,2014/2/27,270
39090,Contrave,Obesity,4,2017/6/15,21
96086,Sertraline,Depression,7,2012/5/15,38
90651,Chateal,Birth Control,3,2017/3/21,1
120369,Montelukast,Allergic Rhinitis,10,2015/9/5,28
44408,Ethinyl estradiol / norgestimate,Birth Control,1,2010/5/19,14
52982,Rogaine,Alopecia,7,2016/2/26,32
62307,Citalopram,Anxiety and Stress,10,2012/12/8,77
42867,Xulane,Birth Control,2,2015/11/10,6
32095,Wellbutrin XL,Depression,10,2015/1/12,42
23300,Methadone,Opiate Withdrawal,10,2016/9/11,21
110912,Farxiga,"Diabetes, Type 2",10,2015/8/10,22
17459,Ethinyl estradiol / etonogestrel,Birth Control,1,2017/5/11,0
190185,Ortho Tri-Cyclen Lo,Birth Control,10,2017/6/20,1
43807,Acetaminophen / codeine,Osteoarthritis,10,2013/9/9,50
22064,Infliximab,Rheumatoid Arthritis,9,2010/5/25,41
209275,Geodon,Bipolar Disorde,10,2010/9/23,19
123337,Apri,Birth Control,10,2013/8/21,15
178906,Victoza,"Diabetes, Type 2",10,2011/12/1,9
159546,Pegfilgrastim,Neutropenia Associated with Chemotherapy,10,2009/11/24,30
167940,Kariva,Birth Control,6,2015/9/30,3
82350,Liraglutide,"Diabetes, Type 2",10,2014/11/17,59
19778,Pregabalin,Reflex Sympathetic Dystrophy Syndrome,1,2009/12/7,9
212037,Lamotrigine,Depression,9,2015/6/5,93
148814,Mirena,Birth Control,1,2016/4/5,10
124723,Budesonide,Allergic Rhinitis,10,2015/3/17,9
175446,Scopolamine,Motion Sickness,8,2015/9/29,14
221604,Ziana,Acne,7,2014/11/6,14
44534,Ethinyl estradiol / norgestimate,Birth Control,4,2009/7/5,27
55235,Bupropion / naltrexone,Obesity,4,2016/1/14,4
110961,Diclegis,Nausea/Vomiting of Pregnancy,1,2017/7/1,0
231066,Milnacipran,ibromyalgia,3,2009/10/11,19
86417,Invokana,"Diabetes, Type 2",7,2017/5/29,23
74552,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,9,2009/4/8,15
47555,Tapentadol,Pain,9,2013/10/24,75
160541,Buspirone,Anxiety,1,2015/7/9,4
51372,Azithromycin,Sinusitis,1,2014/8/6,59
49791,Gabapentin,ibromyalgia,9,2016/7/12,86
157862,Accutane,Acne,10,2013/12/21,26
57318,Oxymorphone,Pain,8,2014/7/30,91
202285,Benzoyl peroxide / clindamycin,Acne,10,2015/2/1,14
137824,Enbrel,Ankylosing Spondylitis,10,2011/10/18,27
58939,Chlordiazepoxide / clidinium,Irritable Bowel Syndrome,10,2015/9/11,47
212451,Lamotrigine,Bipolar Disorde,10,2008/10/29,78
68326,Plan B,Emergency Contraception,10,2013/10/30,73
81503,Liraglutide,Obesity,9,2017/8/28,9
66926,Seroquel,Insomnia,10,2010/8/6,26
134571,Ketorolac,Pain,1,2016/1/12,11
57779,Acetaminophen / hydrocodone,Pain,10,2013/11/6,31
75176,Mirapex,Restless Legs Syndrome,10,2012/3/24,57
3442,Nitrofurantoin,Urinary Tract Infection,9,2015/6/4,20
110183,Nexplanon,Birth Control,5,2016/3/28,2
9532,Lo Loestrin Fe,Birth Control,1,2016/5/3,5
163285,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,10,2011/4/13,14
122271,Venlafaxine,Generalized Anxiety Disorde,10,2008/5/9,103
65332,Yasmin,Acne,2,2016/2/15,6
163907,Chlorpheniramine / phenylephrine,Cold Symptoms,10,2011/1/25,4
226729,Etonogestrel,Birth Control,6,2015/5/5,0
71905,Tramadol,ibromyalgia,8,2016/1/14,57
203294,Indomethacin,Cluster Headaches,8,2017/3/1,0
158639,Methylphenidate,ADHD,10,2012/9/1,39
185280,Saxenda,Obesity,5,2017/12/9,0
180814,Solodyn,Acne,1,2016/10/30,9
121726,Venlafaxine,Generalized Anxiety Disorde,6,2014/7/2,40
60896,Oramorph SR,Pain,4,2009/12/23,22
58392,Fluticasone / salmeterol,"COPD, Maintenance",10,2015/10/29,18
72310,Tramadol,Anxiety,10,2012/9/21,115
170661,Quetiapine,Borderline Personality Disorde,9,2014/5/5,39
73644,Ethinyl estradiol / norethindrone,,8,2013/3/22,8
110619,Nexplanon,Birth Control,4,2015/12/14,4
204744,Acetaminophen / propoxyphene,Pain,10,2008/3/3,42
163168,Carac,Keratosis,10,2015/8/4,70
164813,Trivora,Birth Control,10,2009/1/18,6
221196,Drysol,Hyperhidrosis,10,2015/8/20,5
21896,Eliquis,Prevention of Thromboembolism in Atrial Fibrillation,1,2017/1/12,46
99282,Doxylamine,Insomnia,9,2015/1/9,95
37377,Vyvanse,ADHD,9,2014/5/5,54
71661,Tramadol,Pain,1,2017/8/3,25
65017,Sertraline,Depression,10,2015/1/28,152
98106,Nexplanon,Birth Control,5,2015/8/5,7
170405,Quetiapine,Bipolar Disorde,7,2015/10/24,13
224463,Bupropion,Bipolar Disorde,9,2017/11/27,2
142159,Janumet,"Diabetes, Type 2",9,2014/8/20,55
102300,Clindamycin / tretinoin,Acne,9,2016/5/15,0
