Id,drugName,condition,rating,date,usefulCount
98771,N**,B*,9,2013/8/28,4
161570,R**,M*,10,2017/6/1,24
31320,M**,V*,1,2016/7/18,7
46082,X**,A*,10,2010/8/26,17
95001,A**,B*,5,2011/2/13,15
181913,I**,M*,10,2015/1/29,45
113773,M**,C*,3,2016/9/21,3
138468,P**,W*,9,2013/11/9,48
149756,M**,B*,2,2012/1/18,0
8119,Z**,I*,2,2017/9/16,1
177280,D**,D*,8,2017/4/27,35
93586,O**,P*,8,2016/10/14,7
136846,S**,O*,8,2012/9/29,81
217918,S**,A*,8,2008/10/29,21
165237,P**,O*,5,2013/7/31,27
56377,H**,C*,10,2014/11/20,24
208462,O**,I*,9,2008/9/17,7
206728,D**,A*,9,2017/4/11,15
57654,A**,B*,5,2015/12/4,26
4974,O**,B*,3,2016/8/27,5
39443,C**,O*,8,2016/10/7,23
200307,V**,S*,10,2014/2/19,27
24630,P**,B*,10,2013/1/30,71
72596,T**,R*,10,2010/7/13,37
64563,S**,S*,8,2016/3/3,13
138358,O**,O*,2,2013/8/23,53
91567,D**,M*,10,2013/2/20,92
135461,T**,I*,1,2016/2/15,12
221851,H**,P*,5,2017/11/9,0
97724,S**,H*,10,2009/4/6,49
122957,E**,A*,1,2015/7/17,1
65908,P**,m*,10,2016/5/11,24
69723,B**,B*,10,2017/7/16,0
15772,E**,B*,2,2016/9/21,2
139132,P**,W*,9,2008/11/5,12
58376,F**,C*,9,2008/4/19,9
213784,T**,V*,1,2017/1/21,1
49808,G**,I*,8,2016/4/22,13
150235,M**,C*,9,2009/6/23,12
10958,W**,D*,4,2012/7/21,13
116536,A**,H*,7,2016/10/16,2
189095,O**,C*,10,2017/6/30,13
206396,M**,U*,3,2011/9/12,1
107639,I**,B*,4,2010/8/7,0
115466,P**,A*,7,2014/2/20,62
195865,L**,M*,9,2016/4/21,43
28013,L**,G*,10,2016/3/22,78
9294,C**,P*,10,2009/11/12,9
229250,T**,E*,10,2009/12/30,66
104967,E**,B*,6,2009/8/18,15
83472,L**,U*,2,2017/6/10,2
191763,L**,A*,8,2010/8/14,12
189541,O**,P*,5,2011/3/7,18
91888,L**,N*,6,2016/4/12,16
189345,O**,P*,8,2013/5/2,60
132658,D**,I*,10,2011/8/4,47
126954,M**,G*,8,2017/10/11,2
14997,E**,B*,1,2017/7/18,2
4615,B**,W*,5,2015/8/26,16
55633,E**,M*,1,2017/4/19,7
143957,E**,B*,10,2016/7/31,9
84253,E**,B*,10,2017/2/21,9
16625,E**,B*,5,2015/10/28,3
117901,S**,A*,9,2013/10/27,12
127685,P**,W*,8,2017/4/9,35
214512,T**,V*,1,2015/7/7,6
34601,M**,A*,1,2017/4/5,7
120632,D**,I*,10,2016/3/13,28
227100,E**,B*,9,2014/6/3,18
16441,E**,B*,4,2016/1/19,4
27530,I**,R*,10,2017/5/7,14
106338,I**,B*,10,2016/12/16,13
192459,D**,B*,8,2014/4/15,20
140569,E**,B*,8,2016/12/2,8
132820,L**,A*,5,2017/7/1,2
101205,K**,V*,10,2011/10/11,24
165796,L**,B*,10,2017/3/22,2
55976,E**,D*,7,2008/11/15,96
13085,X**,U*,10,2016/9/16,19
153914,A**,B*,8,2008/4/15,24
65808,P**,m*,10,2016/2/17,10
182395,M**,B*,8,2011/3/21,1
80136,B**,C*,1,2016/11/16,14
16937,Z**,D*,8,2010/2/1,18
89139,S**,1*,10,2008/5/4,18
224845,B**,M*,5,2016/12/29,12
165141,P**,W*,2,2014/8/16,100
131914,E**,A*,1,2013/4/19,28
150544,S**,B*,10,2016/6/3,65
200116,V**,S*,10,2015/7/27,15
149658,M**,B*,3,2012/5/14,7
126743,D**,P*,10,2009/7/11,27
16408,E**,B*,10,2016/1/29,8
185062,H**,H*,9,2016/10/4,24
210166,L**,I*,7,2017/3/1,30
9425,L**,4*,1,2017/3/21,4
153883,S**,C*,7,2015/7/3,6
222191,Z**,P*,10,2015/3/22,29
9415,L**,B*,6,2016/9/14,2
92924,V**,D*,8,2017/1/29,20
13992,M**,A*,10,2017/9/24,2
147247,A**,A*,7,2013/4/18,7
163025,A**,O*,10,2008/5/2,187
74142,E**,E*,2,2011/6/1,9
75605,L**,D*,1,2017/6/5,14
60592,C**,A*,10,2012/9/14,16
176996,P**,N*,10,2011/11/28,33
31108,M**,V*,3,2017/1/1,9
71301,L**,B*,3,2017/10/13,0
208678,B**,I*,7,2017/11/22,0
59681,N**,B*,3,2016/12/19,3
203864,S**,I*,1,2016/3/4,25
79599,F**,H*,9,2008/4/6,24
77983,R**,A*,9,2015/4/22,38
155721,M**,D*,8,2011/3/22,50
70939,M**,C*,10,2015/4/11,78
218072,A**,B*,1,2017/3/19,3
1648,E**,I*,10,2016/4/5,31
37344,V**,A*,10,2015/7/26,56
92079,L**,N*,9,2013/3/30,92
91824,L**,N*,1,2017/1/12,30
65390,Y**,B*,9,2017/8/30,5
121823,V**,D*,9,2013/7/26,6
98129,N**,B*,9,2015/7/27,2
230367,M**,O*,10,2015/5/16,51
93987,T**,D*,8,2017/2/22,83
11966,F**,W*,1,2016/6/29,41
185696,S**,O*,8,2016/8/24,23
47226,T**,U*,10,2008/5/13,214
10831,M**,B*,10,2016/5/17,9
166030,L**,B*,10,2017/2/8,4
24878,A**,B*,5,2009/8/31,102
174208,V**,1*,1,2015/9/15,14
49763,E**,B*,3,2015/5/13,3
101718,M**,M*,1,2015/9/7,33
20299,C**,M*,10,2013/5/4,27
230412,D**,B*,1,2013/11/12,18
221194,D**,H*,10,2015/8/26,2
6556,W**,M*,10,2017/1/10,151
175824,L**,B*,10,2015/1/16,50
130279,L**,B*,10,2014/1/27,9
49149,E**,A*,1,2016/7/10,4
68360,P**,E*,10,2009/4/26,68
225501,B**,D*,10,2014/4/26,168
51790,Z**,S*,7,2015/7/3,6
23862,S**,B*,9,2014/6/29,37
31679,M**,V*,10,2016/2/9,14
213081,P**,D*,4,2016/11/26,10
57217,F**,M*,8,2017/2/8,2
160268,B**,A*,1,2017/6/19,23
187901,E**,B*,8,2017/11/27,0
181620,P**,A*,9,2013/12/4,269
161490,O**,B*,5,2011/1/19,6
138124,O**,B*,3,2013/1/29,5
194326,O**,S*,1,2012/1/9,43
202445,L**,B*,10,2012/1/28,28
61567,C**,A*,9,2016/12/21,34
222985,T**,M*,10,2011/1/10,29
133674,B**,P*,3,2016/12/31,4
156138,C**,E*,10,2011/9/6,41
143512,E**,B*,4,2017/1/5,2
108050,E**,B*,10,2016/2/11,0
4343,C**,P*,1,2012/7/1,24
25543,L**,P*,9,2012/1/25,19
193395,C**,S*,7,2013/8/15,100
223503,E**,H*,10,2017/4/5,21
110309,N**,B*,1,2016/2/19,4
92321,L**,P*,1,2008/10/14,109
118515,F**,D*,10,2014/2/27,270
39090,C**,O*,4,2017/6/15,21
96086,S**,D*,7,2012/5/15,38
90651,C**,B*,3,2017/3/21,1
120369,M**,A*,10,2015/9/5,28
44408,E**,B*,1,2010/5/19,14
52982,R**,A*,7,2016/2/26,32
62307,C**,A*,10,2012/12/8,77
42867,X**,B*,2,2015/11/10,6
32095,W**,D*,10,2015/1/12,42
23300,M**,O*,10,2016/9/11,21
110912,F**,D*,10,2015/8/10,22
17459,E**,B*,1,2017/5/11,0
190185,O**,B*,10,2017/6/20,1
43807,A**,O*,10,2013/9/9,50
22064,I**,R*,9,2010/5/25,41
209275,G**,B*,10,2010/9/23,19
123337,A**,B*,10,2013/8/21,15
178906,V**,D*,10,2011/12/1,9
159546,P**,N*,10,2009/11/24,30
167940,K**,B*,6,2015/9/30,3
82350,L**,D*,10,2014/11/17,59
19778,P**,R*,1,2009/12/7,9
212037,L**,D*,9,2015/6/5,93
148814,M**,B*,1,2016/4/5,10
124723,B**,A*,10,2015/3/17,9
175446,S**,M*,8,2015/9/29,14
221604,Z**,A*,7,2014/11/6,14
44534,E**,B*,4,2009/7/5,27
55235,B**,O*,4,2016/1/14,4
110961,D**,N*,1,2017/7/1,0
231066,M**,i*,3,2009/10/11,19
86417,I**,D*,7,2017/5/29,23
74552,E**,A*,9,2009/4/8,15
47555,T**,P*,9,2013/10/24,75
160541,B**,A*,1,2015/7/9,4
51372,A**,S*,1,2014/8/6,59
49791,G**,i*,9,2016/7/12,86
157862,A**,A*,10,2013/12/21,26
57318,O**,P*,8,2014/7/30,91
202285,B**,A*,10,2015/2/1,14
137824,E**,A*,10,2011/10/18,27
58939,C**,I*,10,2015/9/11,47
212451,L**,B*,10,2008/10/29,78
68326,P**,E*,10,2013/10/30,73
81503,L**,O*,9,2017/8/28,9
66926,S**,I*,10,2010/8/6,26
134571,K**,P*,1,2016/1/12,11
57779,A**,P*,10,2013/11/6,31
75176,M**,R*,10,2012/3/24,57
3442,N**,U*,9,2015/6/4,20
110183,N**,B*,5,2016/3/28,2
9532,L**,B*,1,2016/5/3,5
163285,A**,H*,10,2011/4/13,14
122271,V**,G*,10,2008/5/9,103
65332,Y**,A*,2,2016/2/15,6
163907,C**,C*,10,2011/1/25,4
226729,E**,B*,6,2015/5/5,0
71905,T**,i*,8,2016/1/14,57
203294,I**,C*,8,2017/3/1,0
158639,M**,A*,10,2012/9/1,39
185280,S**,O*,5,2017/12/9,0
180814,S**,A*,1,2016/10/30,9
121726,V**,G*,6,2014/7/2,40
60896,O**,P*,4,2009/12/23,22
58392,F**,C*,10,2015/10/29,18
72310,T**,A*,10,2012/9/21,115
170661,Q**,B*,9,2014/5/5,39
73644,E**,*a,8,2013/3/22,8
110619,N**,B*,4,2015/12/14,4
204744,A**,P*,10,2008/3/3,42
163168,C**,K*,10,2015/8/4,70
164813,T**,B*,10,2009/1/18,6
221196,D**,H*,10,2015/8/20,5
21896,E**,P*,1,2017/1/12,46
99282,D**,I*,9,2015/1/9,95
37377,V**,A*,9,2014/5/5,54
71661,T**,P*,1,2017/8/3,25
65017,S**,D*,10,2015/1/28,152
98106,N**,B*,5,2015/8/5,7
170405,Q**,B*,7,2015/10/24,13
224463,B**,B*,9,2017/11/27,2
142159,J**,D*,9,2014/8/20,55
102300,C**,A*,9,2016/5/15,0
97722,S**,H*,9,2009/5/20,37
61785,C**,A*,5,2016/2/1,26
136311,P**,P*,10,2016/3/31,33
12470,O**,B*,1,2016/5/2,4
140515,E**,G*,10,2016/10/29,78
137612,O**,E*,8,2012/2/26,26
52176,A**,W*,10,2012/10/13,53
87420,N**,z*,1,2017/6/24,2
223453,E**,H*,7,2017/9/7,7
217426,C**,S*,10,2015/12/12,10
43511,H**,P*,9,2010/4/30,19
120952,V**,A*,9,2017/7/25,22
48153,S**,M*,8,2011/6/30,6
99348,D**,I*,9,2015/5/4,80
189891,J**,D*,10,2015/1/17,73
9251,C**,A*,9,2009/8/11,30
21932,E**,P*,2,2017/5/23,10
159540,P**,N*,9,2014/12/6,20
138074,O**,B*,8,2013/6/25,19
16121,E**,B*,6,2016/5/9,8
33854,J**,B*,10,2016/6/17,9
140232,A**,B*,9,2013/4/27,58
182773,C**,M*,8,2016/11/7,12
164950,P**,W*,9,2015/12/31,49
115757,D**,M*,8,2017/8/9,0
166398,L**,E*,1,2016/11/10,3
201713,Z**,P*,2,2013/7/4,27
2385,D**,I*,10,2010/4/18,101
149519,M**,B*,6,2012/8/2,2
2111,M**,D*,10,2016/4/11,49
89634,C**,G*,8,2011/8/31,69
135045,C**,H*,3,2014/7/1,22
196399,A**,M*,1,2011/11/20,25
174079,V**,A*,10,2012/1/13,79
171587,W**,D*,9,2012/4/29,45
68462,M**,B*,3,2017/11/29,1
231624,T**,S*,5,2015/6/22,41
228159,E**,B*,8,2010/1/14,2
60190,N**,B*,6,2012/5/23,1
84856,E**,B*,1,2016/3/28,7
222900,T**,B*,8,2010/6/26,23
11325,M**,M*,10,2008/3/22,4
229407,L**,S*,9,2016/6/26,22
15280,E**,*a,1,2017/3/21,4
3668,F**,m*,10,2012/11/24,21
87080,L**,S*,8,2015/4/18,27
183658,C**,A*,8,2009/9/3,54
7122,A**,H*,8,2012/8/31,34
70169,T**,H*,8,2016/8/13,14
111677,C**,B*,7,2010/10/8,42
190219,O**,B*,4,2016/7/27,3
18282,E**,C*,1,2016/9/16,37
169388,D**,O*,8,2012/5/11,14
156702,D**,D*,1,2016/8/5,13
144993,E**,B*,6,2015/12/7,8
55834,E**,D*,7,2012/12/4,57
6479,O**,M*,8,2009/10/27,5
189553,O**,P*,8,2011/1/20,17
51100,A**,B*,8,2016/7/28,9
225283,B**,B*,10,2015/6/24,10
16116,E**,B*,1,2016/5/10,5
118973,Z**,A*,10,2010/7/29,22
160927,R**,A*,9,2017/2/2,7
146065,S**,O*,10,2014/7/8,59
121379,V**,H*,1,2016/3/11,46
176932,A**,P*,1,2017/10/12,0
9021,C**,P*,10,2015/10/26,39
178042,D**,D*,9,2011/11/13,40
119725,A**,H*,10,2013/8/16,3
30442,K**,A*,9,2009/4/8,45
200376,V**,S*,8,2013/7/12,30
63669,E**,A*,9,2014/5/29,30
74627,W**,D*,3,2016/12/5,30
218988,D**,B*,10,2011/3/23,37
208336,O**,I*,10,2016/2/28,3
34267,T**,P*,9,2008/9/2,18
1169,S**,M*,9,2016/8/12,4
115439,P**,A*,1,2015/10/5,14
11950,T**,D*,7,2015/2/2,34
224802,B**,S*,7,2017/2/6,13
197155,P**,D*,9,2014/10/26,116
77639,C**,K*,9,2015/9/13,35
10426,S**,A*,7,2016/10/17,9
96615,S**,D*,9,2008/8/5,949
192604,D**,B*,1,2012/8/15,8
111068,V**,M*,10,2016/1/9,36
60872,M**,B*,8,2012/6/27,13
193095,D**,A*,9,2016/7/26,9
215628,C**,B*,8,2017/6/13,3
173964,S**,D*,6,2008/9/11,17
195801,K**,A*,10,2010/9/26,21
214106,T**,V*,10,2016/5/22,5
208906,B**,I*,1,2016/1/22,22
226519,E**,B*,4,2015/6/28,2
192625,D**,B*,10,2012/5/21,7
214613,L**,U*,1,2015/12/6,37
168177,J**,B*,9,2009/7/19,5
198098,M**,A*,10,2009/9/30,38
204283,E**,H*,10,2013/1/5,15
178109,D**,D*,10,2011/10/12,10
149293,M**,B*,10,2015/3/7,11
221876,F**,V*,10,2017/12/2,1
78288,T**,P*,1,2010/10/13,4
143688,E**,B*,1,2016/12/12,4
9089,C**,U*,10,2014/10/22,23
2291,M**,m*,8,2014/4/28,81
185272,H**,H*,9,2015/1/24,93
155879,C**,B*,1,2016/9/25,22
224376,L**,H*,3,2012/9/16,35
94172,T**,D*,2,2015/10/29,32
3838,F**,H*,10,2008/4/2,56
118018,A**,O*,9,2015/1/17,186
69157,C**,P*,9,2017/1/12,60
148201,N**,A*,10,2014/1/17,22
111132,V**,H*,2,2010/11/8,36
159338,J**,D*,2,2015/5/13,54
167460,L**,B*,10,2016/3/3,3
121350,V**,A*,2,2016/4/15,4
52372,P**,G*,1,2015/11/26,25
177835,D**,A*,10,2013/6/2,106
179316,O**,B*,1,2014/8/20,25
66767,S**,B*,9,2013/8/11,39
204764,C**,A*,10,2016/6/28,26
100538,D**,B*,3,2012/12/9,10
86067,M**,B*,1,2015/11/9,3
106907,I**,B*,9,2014/4/10,13
165494,L**,B*,1,2017/6/9,1
180024,A**,A*,8,2012/6/27,10
102636,A**,D*,1,2015/6/1,2
95476,O**,P*,9,2015/1/13,134
25575,S**,O*,4,2017/4/6,12
143525,E**,B*,4,2017/1/15,16
154170,N**,G*,1,2016/12/29,14
225973,B**,D*,10,2009/11/11,5
86820,M**,L*,1,2016/12/28,16
76014,P**,D*,10,2009/5/5,46
90074,T**,D*,10,2010/4/26,93
223191,E**,P*,8,2013/10/3,32
50612,G**,P*,6,2010/9/14,26
17046,P**,C*,1,2016/3/4,8
73683,E**,E*,3,2012/12/1,9
186965,F**,C*,10,2015/10/24,26
83730,C**,O*,10,2016/8/17,35
95742,S**,G*,9,2014/11/12,66
15845,E**,B*,1,2016/8/21,6
144552,E**,B*,1,2016/2/22,7
124091,S**,B*,9,2016/3/15,3
81331,Y**,B*,2,2016/1/4,7
76104,P**,B*,5,2015/6/4,0
51619,A**,A*,10,2015/5/30,33
211955,L**,B*,2,2015/12/19,30
6615,P**,B*,4,2017/10/12,3
152575,L**,P*,10,2009/9/20,12
216969,O**,B*,10,2016/6/11,41
165188,P**,O*,9,2014/2/9,70
131556,M**,O*,1,2017/7/15,0
13809,B**,D*,10,2017/9/15,4
32729,B**,m*,10,2013/11/15,47
172752,C**,A*,10,2014/8/8,20
125018,D**,C*,10,2017/4/25,4
177592,D**,D*,9,2015/9/20,29
219571,M**,B*,8,2016/7/8,4
198401,E**,D*,8,2014/3/2,62
140219,A**,B*,9,2013/8/11,46
108140,B**,O*,9,2015/10/15,21
196836,P**,M*,1,2016/12/21,2
200163,V**,S*,10,2015/2/14,26
162927,C**,S*,3,2010/1/30,15
107857,E**,B*,10,2017/3/9,6
55156,B**,O*,6,2016/4/1,10
195548,A**,A*,10,2012/3/1,6
139962,E**,O*,4,2011/9/22,34
40440,S**,7*,3,2009/11/28,7
27619,I**,H*,10,2014/7/9,30
166373,L**,B*,9,2016/11/23,7
46893,X**,O*,8,2015/8/7,61
55395,B**,O*,10,2015/10/24,21
208216,O**,I*,10,2017/2/12,12
137552,I**,A*,8,2008/12/25,26
113472,B**,C*,9,2014/4/24,7
105747,M**,R*,8,2008/3/28,44
96611,S**,D*,9,2008/8/13,20
120920,V**,D*,1,2017/11/17,2
107417,I**,B*,6,2011/7/31,0
155172,M**,D*,5,2015/12/20,19
53792,T**,P*,1,2015/8/8,14
137094,I**,A*,3,2016/2/29,1
35843,B**,O*,10,2015/1/7,62
20157,M**,U*,2,2016/3/31,35
120292,M**,A*,1,2016/9/8,19
85672,E**,B*,1,2014/4/27,27
20825,R**,I*,4,2014/8/6,45
135923,P**,P*,9,2009/7/8,4
116322,A**,C*,6,2015/1/5,33
21950,I**,P*,9,2017/9/10,0
90350,C**,C*,9,2009/3/30,42
62542,C**,D*,10,2011/4/21,15
151495,C**,S*,9,2016/1/18,26
131495,G**,B*,1,2012/6/28,29
215189,L**,C*,1,2017/8/30,0
128065,P**,W*,3,2016/6/27,13
106355,I**,B*,6,2017/3/21,0
57133,M**,C*,10,2011/11/17,95
230628,D**,B*,4,2009/11/3,12
141795,E**,D*,8,2011/1/21,12
49642,E**,B*,7,2015/6/27,2
26287,S**,B*,1,2016/8/15,6
129410,L**,B*,4,2015/8/8,9
217818,S**,D*,8,2013/3/25,27
1976,P**,C*,9,2011/5/25,5
217786,S**,A*,1,2015/4/10,17
149913,S**,M*,10,2014/7/13,83
127986,P**,O*,5,2016/10/14,11
161636,R**,I*,9,2011/12/19,42
174494,A**,H*,1,2017/9/1,6
88148,C**,B*,4,2013/11/4,20
110600,N**,B*,8,2015/12/1,4
18424,Z**,I*,9,2008/10/11,49
123632,S**,B*,9,2017/5/16,9
188764,T**,H*,10,2017/7/19,0
45517,F**,P*,9,2014/8/7,79
108964,N**,B*,7,2017/5/30,4
29687,T**,B*,9,2012/2/12,127
170843,Q**,I*,8,2012/4/3,43
74666,W**,D*,3,2014/11/20,41
150264,M**,C*,9,2011/1/31,21
48017,N**,M*,10,2008/10/7,12
122117,V**,A*,9,2010/1/27,63
210147,L**,C*,5,2016/7/8,35
36094,I**,H*,10,2017/9/2,5
154231,R**,L*,10,2016/9/8,1
163271,A**,H*,10,2009/4/9,12
42237,A**,M*,10,2017/5/26,6
