Id,drugName,condition,rating,date,usefulCount
180096,P**,Postoperative Ocular Inflammation,2,2016/12/17,0.0-50.0
232125,I**,Coccidioidomycosis,9,2011/10/20,0.0-50.0
123993,S**,Birth Control,10,2016/8/1,0.0-50.0
63972,S**,Depression,2,2017/6/28,0.0-50.0
94094,T**,Major Depressive Disorde,7,2016/1/20,0.0-50.0
38975,C**,Weight Loss,10,2017/11/23,0.0-50.0
52527,A**,Hashimoto's disease,2,2015/9/9,0.0-50.0
106328,I**,Birth Control,8,2017/1/7,0.0-50.0
140332,A**,Schizoaffective Disorde,6,2011/5/25,0.0-50.0
155506,M**,Diverticulitis,10,2014/12/12,0.0-50.0
144126,E**,Birth Control,7,2016/6/22,0.0-50.0
176678,L**,Anxiety,10,2009/9/11,101.0-200.0
157033,M**,"Constipation, Drug Induced",10,2015/10/29,0.0-50.0
88816,N**,Birth Control,10,2015/3/3,0.0-50.0
152739,D**,Bacterial Infection,10,2017/11/20,0.0-50.0
182120,P**,Condylomata Acuminata,9,2008/3/29,0.0-50.0
54932,B**,Weight Loss,10,2016/10/21,0.0-50.0
109137,N**,Birth Control,9,2017/3/29,0.0-50.0
184726,C**,"Diabetes, Type 2",8,2016/4/20,0.0-50.0
161144,R**,Asperger Syndrome,10,2011/2/17,101.0-200.0
106299,I**,Birth Control,10,2017/9/15,0.0-50.0
212051,L**,Bipolar Disorde,10,2015/2/19,0.0-50.0
10618,M**,Birth Control,9,2017/6/15,0.0-50.0
180516,F**,"Asthma, Maintenance",8,2016/10/20,0.0-50.0
166696,L**,Birth Control,10,2016/9/9,0.0-50.0
206859,D**,Acne,7,2013/10/15,0.0-50.0
123692,S**,Birth Control,4,2017/3/11,0.0-50.0
185586,S**,Obesity,8,2017/3/3,0.0-50.0
33271,M**,Birth Control,8,2016/11/21,0.0-50.0
191222,P**,Crohn's Disease,8,2015/8/16,0.0-50.0
207863,S**,Bowel Preparation,10,2015/4/30,0.0-50.0
217421,C**,Bronchitis,10,2015/12/26,0.0-50.0
53030,Z**,Nausea/Vomiting,10,2012/9/1,0.0-50.0
172607,C**,Seizure Prevention,1,2015/9/6,0.0-50.0
160403,B**,Anxiety,8,2016/7/11,0.0-50.0
93474,P**,Uterine Bleeding,8,2008/11/13,51.0-100.0
191024,C**,Alcohol Dependence,10,2015/12/26,51.0-100.0
93158,V**,Depression,10,2015/12/4,101.0-200.0
111899,G**,Birth Control,6,2011/9/2,0.0-50.0
132084,T**,"Organ Transplant, Rejection Prophylaxis",10,2009/10/31,0.0-50.0
175508,S**,Nausea/Vomiting,9,2008/2/26,0.0-50.0
86568,I**,"Diabetes, Type 2",10,2015/3/22,0.0-50.0
176178,L**,Anxiety,1,2017/7/15,0.0-50.0
20837,R**,Insomnia,4,2011/12/23,0.0-50.0
140898,E**,Generalized Anxiety Disorde,10,2016/1/19,0.0-50.0
64727,S**,Social Anxiety Disorde,10,2015/10/2,0.0-50.0
31456,M**,Vaginal Yeast Infection,1,2016/4/27,0.0-50.0
39533,C**,Obesity,8,2016/5/3,0.0-50.0
144950,E**,Birth Control,1,2015/12/27,0.0-50.0
42401,A**,High Blood Pressure,7,2009/6/18,0.0-50.0
82185,L**,Obesity,10,2016/2/3,0.0-50.0
17572,E**,Birth Control,10,2016/10/4,0.0-50.0
56722,M**,Motion Sickness,10,2017/3/12,0.0-50.0
6251,G**,Postherpetic Neuralgia,8,2013/9/18,51.0-100.0
206241,M**,"Crohn's Disease, Maintenance",7,2016/11/22,0.0-50.0
169001,V**,Depression,10,2012/6/22,0.0-50.0
231092,M**,ibromyalgia,8,2009/8/14,51.0-100.0
3167,N**,Urinary Tract Infection,5,2016/12/18,0.0-50.0
137788,E**,Rheumatoid Arthritis,8,2014/6/3,0.0-50.0
166186,L**,Birth Control,10,2016/12/31,0.0-50.0
92931,V**,Depression,1,2017/1/18,0.0-50.0
36221,I**,Keratosis,9,2016/9/13,0.0-50.0
179573,A**,Acne,9,2017/4/17,0.0-50.0
140387,S**,Chronic Myelogenous Leukemia,9,2009/2/17,51.0-100.0
228819,T**,Erectile Dysfunction,10,2017/10/2,0.0-50.0
73648,E**,Birth Control,8,2013/3/12,0.0-50.0
119601,T**,"Hypogonadism, Male",10,2010/10/4,0.0-50.0
164821,P**,Weight Loss,10,2017/3/26,0.0-50.0
107934,E**,Birth Control,8,2016/12/14,0.0-50.0
90704,C**,Birth Control,10,2016/5/16,0.0-50.0
57587,A**,Back Pain,8,2017/2/11,0.0-50.0
228384,B**,Pain,7,2011/5/27,0.0-50.0
3819,F**,Headache,10,2009/4/15,0.0-50.0
534,M**,Birth Control,4,2015/3/15,0.0-50.0
30138,K**,Bipolar Disorde,10,2013/9/27,0.0-50.0
98771,N**,Birth Control,9,2013/8/28,0.0-50.0
161570,R**,Major Depressive Disorde,10,2017/6/1,0.0-50.0
31320,M**,Vaginal Yeast Infection,1,2016/7/18,0.0-50.0
46082,X**,"Asthma, acute",10,2010/8/26,0.0-50.0
95001,A**,Bipolar Disorde,5,2011/2/13,0.0-50.0
181913,I**,Migraine Prevention,10,2015/1/29,0.0-50.0
113773,M**,Cough,3,2016/9/21,0.0-50.0
138468,P**,Weight Loss,9,2013/11/9,0.0-50.0
149756,M**,Birth Control,2,2012/1/18,0.0-50.0
8119,Z**,Insomnia,2,2017/9/16,0.0-50.0
177280,D**,Depression,8,2017/4/27,0.0-50.0
93586,O**,Pain,8,2016/10/14,0.0-50.0
136846,S**,Osteoarthritis,8,2012/9/29,51.0-100.0
217918,S**,ADHD,8,2008/10/29,0.0-50.0
165237,P**,Obesity,5,2013/7/31,0.0-50.0
56377,H**,Crohn's Disease,10,2014/11/20,0.0-50.0
208462,O**,Influenza,9,2008/9/17,0.0-50.0
206728,D**,Acne,9,2017/4/11,0.0-50.0
57654,A**,Back Pain,5,2015/12/4,0.0-50.0
4974,O**,Birth Control,3,2016/8/27,0.0-50.0
39443,C**,Obesity,8,2016/10/7,0.0-50.0
200307,V**,Smoking Cessation,10,2014/2/19,0.0-50.0
24630,P**,Bowel Preparation,10,2013/1/30,51.0-100.0
72596,T**,Restless Legs Syndrome,10,2010/7/13,0.0-50.0
64563,S**,Social Anxiety Disorde,8,2016/3/3,0.0-50.0
138358,O**,Osteoarthritis,2,2013/8/23,51.0-100.0
91567,D**,Multiple Sclerosis,10,2013/2/20,51.0-100.0
135461,T**,Influenza,1,2016/2/15,0.0-50.0
221851,H**,Psychosis,5,2017/11/9,0.0-50.0
97724,S**,High Cholesterol,10,2009/4/6,0.0-50.0
122957,E**,Abnormal Uterine Bleeding,1,2015/7/17,0.0-50.0
65908,P**,mance Anxiety,10,2016/5/11,0.0-50.0
69723,B**,Birth Control,10,2017/7/16,0.0-50.0
15772,E**,Birth Control,2,2016/9/21,0.0-50.0
139132,P**,Weight Loss,9,2008/11/5,0.0-50.0
58376,F**,"COPD, Maintenance",9,2008/4/19,0.0-50.0
213784,T**,Vaginal Yeast Infection,1,2017/1/21,0.0-50.0
49808,G**,Insomnia,8,2016/4/22,0.0-50.0
150235,M**,Cough and Nasal Congestion,9,2009/6/23,0.0-50.0
10958,W**,"Diabetes, Type 2",4,2012/7/21,0.0-50.0
116536,A**,Headache,7,2016/10/16,0.0-50.0
189095,O**,Chronic Pain,10,2017/6/30,0.0-50.0
206396,M**,"Ulcerative Colitis, Active",3,2011/9/12,0.0-50.0
107639,I**,Birth Control,4,2010/8/7,0.0-50.0
115466,P**,Anesthesia,7,2014/2/20,51.0-100.0
195865,L**,Major Depressive Disorde,9,2016/4/21,0.0-50.0
28013,L**,Generalized Anxiety Disorde,10,2016/3/22,51.0-100.0
9294,C**,Psoriasis,10,2009/11/12,0.0-50.0
229250,T**,Erectile Dysfunction,10,2009/12/30,51.0-100.0
104967,E**,Birth Control,6,2009/8/18,0.0-50.0
83472,L**,Urticaria,2,2017/6/10,0.0-50.0
191763,L**,ADHD,8,2010/8/14,0.0-50.0
189541,O**,Pain,5,2011/3/7,0.0-50.0
91888,L**,Neuropathic Pain,6,2016/4/12,0.0-50.0
189345,O**,Pain,8,2013/5/2,51.0-100.0
132658,D**,Insomnia,10,2011/8/4,0.0-50.0
126954,M**,Gastroparesis,8,2017/10/11,0.0-50.0
14997,E**,Birth Control,1,2017/7/18,0.0-50.0
4615,B**,Weight Loss,5,2015/8/26,0.0-50.0
55633,E**,Major Depressive Disorde,1,2017/4/19,0.0-50.0
143957,E**,Birth Control,10,2016/7/31,0.0-50.0
84253,E**,Birth Control,10,2017/2/21,0.0-50.0
16625,E**,Birth Control,5,2015/10/28,0.0-50.0
117901,S**,Ankylosing Spondylitis,9,2013/10/27,0.0-50.0
127685,P**,Weight Loss,8,2017/4/9,0.0-50.0
214512,T**,Vaginal Yeast Infection,1,2015/7/7,0.0-50.0
34601,M**,Acne,1,2017/4/5,0.0-50.0
120632,D**,Irritable Bowel Syndrome,10,2016/3/13,0.0-50.0
227100,E**,Birth Control,9,2014/6/3,0.0-50.0
16441,E**,Birth Control,4,2016/1/19,0.0-50.0
27530,I**,Rosacea,10,2017/5/7,0.0-50.0
106338,I**,Birth Control,10,2016/12/16,0.0-50.0
192459,D**,Birth Control,8,2014/4/15,0.0-50.0
140569,E**,Borderline Personality Disorde,8,2016/12/2,0.0-50.0
132820,L**,Abnormal Uterine Bleeding,5,2017/7/1,0.0-50.0
101205,K**,Vaginal Yeast Infection,10,2011/10/11,0.0-50.0
165796,L**,Birth Control,10,2017/3/22,0.0-50.0
55976,E**,Depression,7,2008/11/15,51.0-100.0
13085,X**,Urticaria,10,2016/9/16,0.0-50.0
153914,A**,Bacterial Infection,8,2008/4/15,0.0-50.0
65808,P**,mance Anxiety,10,2016/2/17,0.0-50.0
182395,M**,Birth Control,8,2011/3/21,0.0-50.0
80136,B**,Cough,1,2016/11/16,0.0-50.0
16937,Z**,Dermatologic Lesion,8,2010/2/1,0.0-50.0
89139,S**,18</span> users found this comment helpful.,10,2008/5/4,0.0-50.0
224845,B**,Major Depressive Disorde,5,2016/12/29,0.0-50.0
165141,P**,Weight Loss,2,2014/8/16,51.0-100.0
131914,E**,Anxiety,1,2013/4/19,0.0-50.0
150544,S**,Bacterial Skin Infection,10,2016/6/3,51.0-100.0
200116,V**,Smoking Cessation,10,2015/7/27,0.0-50.0
149658,M**,Birth Control,3,2012/5/14,0.0-50.0
126743,D**,Pain,10,2009/7/11,0.0-50.0
16408,E**,Birth Control,10,2016/1/29,0.0-50.0
185062,H**,Hepatitis C,9,2016/10/4,0.0-50.0
210166,L**,Irritable Bowel Syndrome,7,2017/3/1,0.0-50.0
9425,L**,4</span> users found this comment helpful.,1,2017/3/21,0.0-50.0
153883,S**,Cold Sores,7,2015/7/3,0.0-50.0
222191,Z**,Prostate Cance,10,2015/3/22,0.0-50.0
9415,L**,Birth Control,6,2016/9/14,0.0-50.0
92924,V**,Depression,8,2017/1/29,0.0-50.0
13992,M**,Abnormal Uterine Bleeding,10,2017/9/24,0.0-50.0
147247,A**,Anxiety,7,2013/4/18,0.0-50.0
163025,A**,Osteoporosis,10,2008/5/2,101.0-200.0
74142,E**,Endometriosis,2,2011/6/1,0.0-50.0
75605,L**,Depression,1,2017/6/5,0.0-50.0
60592,C**,Acne,10,2012/9/14,0.0-50.0
176996,P**,Nausea/Vomiting,10,2011/11/28,0.0-50.0
31108,M**,Vaginal Yeast Infection,3,2017/1/1,0.0-50.0
71301,L**,Birth Control,3,2017/10/13,0.0-50.0
208678,B**,Insomnia,7,2017/11/22,0.0-50.0
59681,N**,Birth Control,3,2016/12/19,0.0-50.0
203864,S**,Insomnia,1,2016/3/4,0.0-50.0
79599,F**,High Blood Pressure,9,2008/4/6,0.0-50.0
77983,R**,Acne,9,2015/4/22,0.0-50.0
155721,M**,Diverticulitis,8,2011/3/22,0.0-50.0
70939,M**,Constipation,10,2015/4/11,51.0-100.0
218072,A**,Bacterial Infection,1,2017/3/19,0.0-50.0
1648,E**,Irritable Bowel Syndrome,10,2016/4/5,0.0-50.0
37344,V**,ADHD,10,2015/7/26,51.0-100.0
92079,L**,Neuropathic Pain,9,2013/3/30,51.0-100.0
91824,L**,Neuropathic Pain,1,2017/1/12,0.0-50.0
65390,Y**,Birth Control,9,2017/8/30,0.0-50.0
121823,V**,Depression,9,2013/7/26,0.0-50.0
98129,N**,Birth Control,9,2015/7/27,0.0-50.0
230367,M**,Osteoarthritis,10,2015/5/16,51.0-100.0
93987,T**,Depression,8,2017/2/22,51.0-100.0
11966,F**,Weight Loss,1,2016/6/29,0.0-50.0
185696,S**,Obesity,8,2016/8/24,0.0-50.0
47226,T**,Underactive Thyroid,10,2008/5/13,201.0-300.0
10831,M**,Birth Control,10,2016/5/17,0.0-50.0
166030,L**,Birth Control,10,2017/2/8,0.0-50.0
24878,A**,Benign Prostatic Hyperplasia,5,2009/8/31,101.0-200.0
174208,V**,14</span> users found this comment helpful.,1,2015/9/15,0.0-50.0
49763,E**,Birth Control,3,2015/5/13,0.0-50.0
101718,M**,Muscle Spasm,1,2015/9/7,0.0-50.0
20299,C**,Migraine,10,2013/5/4,0.0-50.0
230412,D**,Birth Control,1,2013/11/12,0.0-50.0
221194,D**,Hyperhidrosis,10,2015/8/26,0.0-50.0
6556,W**,Major Depressive Disorde,10,2017/1/10,101.0-200.0
175824,L**,Bronchitis,10,2015/1/16,0.0-50.0
130279,L**,Birth Control,10,2014/1/27,0.0-50.0
49149,E**,Abnormal Uterine Bleeding,1,2016/7/10,0.0-50.0
68360,P**,Emergency Contraception,10,2009/4/26,51.0-100.0
225501,B**,Depression,10,2014/4/26,101.0-200.0
51790,Z**,Skin and Structure Infection,7,2015/7/3,0.0-50.0
23862,S**,Bipolar Disorde,9,2014/6/29,0.0-50.0
31679,M**,Vaginal Yeast Infection,10,2016/2/9,0.0-50.0
213081,P**,Depression,4,2016/11/26,0.0-50.0
57217,F**,Migraine,8,2017/2/8,0.0-50.0
160268,B**,Anxiety,1,2017/6/19,0.0-50.0
187901,E**,Birth Control,8,2017/11/27,0.0-50.0
181620,P**,Anxiety and Stress,9,2013/12/4,201.0-300.0
161490,O**,Birth Control,5,2011/1/19,0.0-50.0
138124,O**,Birth Control,3,2013/1/29,0.0-50.0
194326,O**,Sinusitis,1,2012/1/9,0.0-50.0
202445,L**,Bipolar Disorde,10,2012/1/28,0.0-50.0
61567,C**,Anxiety and Stress,9,2016/12/21,0.0-50.0
222985,T**,Migraine Prevention,10,2011/1/10,0.0-50.0
133674,B**,Prevention of Bladder infection,3,2016/12/31,0.0-50.0
156138,C**,Erectile Dysfunction,10,2011/9/6,0.0-50.0
143512,E**,Birth Control,4,2017/1/5,0.0-50.0
108050,E**,Birth Control,10,2016/2/11,0.0-50.0
4343,C**,Pain,1,2012/7/1,0.0-50.0
25543,L**,Pain,9,2012/1/25,0.0-50.0
193395,C**,Sciatica,7,2013/8/15,51.0-100.0
223503,E**,Hepatitis C,10,2017/4/5,0.0-50.0
110309,N**,Birth Control,1,2016/2/19,0.0-50.0
92321,L**,Pain,1,2008/10/14,101.0-200.0
118515,F**,Depression,10,2014/2/27,201.0-300.0
39090,C**,Obesity,4,2017/6/15,0.0-50.0
96086,S**,Depression,7,2012/5/15,0.0-50.0
90651,C**,Birth Control,3,2017/3/21,0.0-50.0
120369,M**,Allergic Rhinitis,10,2015/9/5,0.0-50.0
44408,E**,Birth Control,1,2010/5/19,0.0-50.0
52982,R**,Alopecia,7,2016/2/26,0.0-50.0
62307,C**,Anxiety and Stress,10,2012/12/8,51.0-100.0
42867,X**,Birth Control,2,2015/11/10,0.0-50.0
32095,W**,Depression,10,2015/1/12,0.0-50.0
23300,M**,Opiate Withdrawal,10,2016/9/11,0.0-50.0
110912,F**,"Diabetes, Type 2",10,2015/8/10,0.0-50.0
17459,E**,Birth Control,1,2017/5/11,0.0-50.0
190185,O**,Birth Control,10,2017/6/20,0.0-50.0
43807,A**,Osteoarthritis,10,2013/9/9,0.0-50.0
22064,I**,Rheumatoid Arthritis,9,2010/5/25,0.0-50.0
209275,G**,Bipolar Disorde,10,2010/9/23,0.0-50.0
123337,A**,Birth Control,10,2013/8/21,0.0-50.0
178906,V**,"Diabetes, Type 2",10,2011/12/1,0.0-50.0
159546,P**,Neutropenia Associated with Chemotherapy,10,2009/11/24,0.0-50.0
167940,K**,Birth Control,6,2015/9/30,0.0-50.0
82350,L**,"Diabetes, Type 2",10,2014/11/17,51.0-100.0
19778,P**,Reflex Sympathetic Dystrophy Syndrome,1,2009/12/7,0.0-50.0
212037,L**,Depression,9,2015/6/5,51.0-100.0
148814,M**,Birth Control,1,2016/4/5,0.0-50.0
124723,B**,Allergic Rhinitis,10,2015/3/17,0.0-50.0
175446,S**,Motion Sickness,8,2015/9/29,0.0-50.0
221604,Z**,Acne,7,2014/11/6,0.0-50.0
44534,E**,Birth Control,4,2009/7/5,0.0-50.0
55235,B**,Obesity,4,2016/1/14,0.0-50.0
110961,D**,Nausea/Vomiting of Pregnancy,1,2017/7/1,0.0-50.0
231066,M**,ibromyalgia,3,2009/10/11,0.0-50.0
86417,I**,"Diabetes, Type 2",7,2017/5/29,0.0-50.0
74552,E**,Abnormal Uterine Bleeding,9,2009/4/8,0.0-50.0
47555,T**,Pain,9,2013/10/24,51.0-100.0
160541,B**,Anxiety,1,2015/7/9,0.0-50.0
51372,A**,Sinusitis,1,2014/8/6,51.0-100.0
49791,G**,ibromyalgia,9,2016/7/12,51.0-100.0
157862,A**,Acne,10,2013/12/21,0.0-50.0
57318,O**,Pain,8,2014/7/30,51.0-100.0
202285,B**,Acne,10,2015/2/1,0.0-50.0
137824,E**,Ankylosing Spondylitis,10,2011/10/18,0.0-50.0
58939,C**,Irritable Bowel Syndrome,10,2015/9/11,0.0-50.0
212451,L**,Bipolar Disorde,10,2008/10/29,51.0-100.0
68326,P**,Emergency Contraception,10,2013/10/30,51.0-100.0
81503,L**,Obesity,9,2017/8/28,0.0-50.0
66926,S**,Insomnia,10,2010/8/6,0.0-50.0
134571,K**,Pain,1,2016/1/12,0.0-50.0
57779,A**,Pain,10,2013/11/6,0.0-50.0
75176,M**,Restless Legs Syndrome,10,2012/3/24,51.0-100.0
3442,N**,Urinary Tract Infection,9,2015/6/4,0.0-50.0
110183,N**,Birth Control,5,2016/3/28,0.0-50.0
9532,L**,Birth Control,1,2016/5/3,0.0-50.0
163285,A**,Headache,10,2011/4/13,0.0-50.0
122271,V**,Generalized Anxiety Disorde,10,2008/5/9,101.0-200.0
65332,Y**,Acne,2,2016/2/15,0.0-50.0
163907,C**,Cold Symptoms,10,2011/1/25,0.0-50.0
226729,E**,Birth Control,6,2015/5/5,0.0-50.0
71905,T**,ibromyalgia,8,2016/1/14,51.0-100.0
203294,I**,Cluster Headaches,8,2017/3/1,0.0-50.0
158639,M**,ADHD,10,2012/9/1,0.0-50.0
185280,S**,Obesity,5,2017/12/9,0.0-50.0
180814,S**,Acne,1,2016/10/30,0.0-50.0
121726,V**,Generalized Anxiety Disorde,6,2014/7/2,0.0-50.0
60896,O**,Pain,4,2009/12/23,0.0-50.0
58392,F**,"COPD, Maintenance",10,2015/10/29,0.0-50.0
72310,T**,Anxiety,10,2012/9/21,101.0-200.0
170661,Q**,Borderline Personality Disorde,9,2014/5/5,0.0-50.0
73644,E**,,8,2013/3/22,0.0-50.0
